time,position,temperature
0.000000,0.467467,94.843627
0.000000,0.468468,95.148207
0.000000,0.469469,95.444202
0.000000,0.470470,95.731526
0.000000,0.471471,96.010094
0.000000,0.472472,96.279825
0.000000,0.473473,96.540641
0.000000,0.474474,96.792465
0.000000,0.475475,97.035222
0.000000,0.476476,97.268842
0.000000,0.477477,97.493256
0.000000,0.478478,97.708397
0.000000,0.479479,97.914202
0.000000,0.480480,98.110609
0.000000,0.481481,98.297561
0.000000,0.482482,98.475002
0.000000,0.483483,98.642880
0.000000,0.484484,98.801143
0.000000,0.485485,98.949746
0.000000,0.486486,99.088644
0.000000,0.487487,99.217795
0.000000,0.488488,99.337160
0.000000,0.489489,99.446705
0.000000,0.490490,99.546396
0.000000,0.491491,99.636203
0.000000,0.492492,99.716100
0.000000,0.493493,99.786062
0.000000,0.494494,99.846068
0.000000,0.495495,99.896101
0.000000,0.496496,99.936146
0.000000,0.497497,99.966190
0.000000,0.498498,99.986224
0.000000,0.499499,99.996243
0.000000,0.024024,0.001204
0.000000,0.751752,4.205346
0.000000,0.752753,4.100494
0.000000,0.753754,3.997855
0.000000,0.754755,3.897395
0.000000,0.755756,3.799079
0.000000,0.756757,3.702872
0.000000,0.757758,3.608739
0.000000,0.758759,3.516647
0.000000,0.759760,3.426562
0.000000,0.760761,3.338450
0.000000,0.761762,3.252278
0.000000,0.762763,3.168013
0.000000,0.763764,3.085622
0.000000,0.764765,3.005073
0.000000,0.765766,2.926333
0.000000,0.766767,2.849370
0.000000,0.767768,2.774154
0.000000,0.768769,2.700653
0.000000,0.769770,2.628836
0.000000,0.770771,2.558672
0.000000,0.771772,2.490131
0.000000,0.772773,2.423184
0.000000,0.773774,2.357800
0.000000,0.774775,2.293950
0.000000,0.775776,2.231606
0.000000,0.776777,2.170739
0.000000,0.777778,2.111321
0.000000,0.778779,2.053323
0.000000,0.779780,1.996718
0.000000,0.780781,1.941479
0.000000,0.781782,1.887580
0.000000,0.782783,1.834992
0.000000,0.783784,1.783691
0.000000,0.784785,1.733651
0.000000,0.785786,1.684846
0.000000,0.786787,1.637250
0.000000,0.787788,1.590840
0.000000,0.788789,1.545590
0.000000,0.789790,1.501477
0.000000,0.790791,1.458477
0.000000,0.791792,1.416566
0.000000,0.792793,1.375722
0.000000,0.793794,1.335922
0.000000,0.794795,1.297143
0.000000,0.795796,1.259364
0.000000,0.796797,1.222562
0.000000,0.797798,1.186717
0.000000,0.798799,1.151808
0.000000,0.799800,1.117813
0.000000,0.800801,1.084713
0.000000,0.801802,1.052488
0.000000,0.802803,1.021118
0.000000,0.803804,0.990583
0.000000,0.804805,0.960866
0.000000,0.805806,0.931946
0.000000,0.806807,0.903807
0.000000,0.807808,0.876429
0.000000,0.808809,0.849795
0.000000,0.809810,0.823888
0.000000,0.810811,0.798691
0.000000,0.811812,0.774187
0.000000,0.812813,0.750360
0.000000,0.813814,0.727193
0.000000,0.814815,0.704670
0.000000,0.815816,0.682777
0.000000,0.816817,0.661498
0.000000,0.817818,0.640818
0.000000,0.818819,0.620722
0.000000,0.819820,0.601196
0.000000,0.820821,0.582226
0.000000,0.821822,0.563798
0.000000,0.822823,0.545898
0.000000,0.823824,0.528514
0.000000,0.824825,0.511632
0.000000,0.825826,0.495240
0.000000,0.826827,0.479325
0.000000,0.827828,0.463875
0.000000,0.828829,0.448878
0.000000,0.829830,0.434322
0.000000,0.830831,0.420197
0.000000,0.831832,0.406489
0.000000,0.832833,0.393190
0.000000,0.833834,0.380288
0.000000,0.834835,0.367772
0.000000,0.835836,0.355632
0.000000,0.836837,0.343859
0.000000,0.837838,0.332442
0.000000,0.838839,0.321372
0.000000,0.839840,0.310640
0.000000,0.840841,0.300236
0.000000,0.841842,0.290151
0.000000,0.842843,0.280377
0.000000,0.843844,0.270905
0.000000,0.844845,0.261726
0.000000,0.845846,0.252834
0.000000,0.846847,0.244219
0.000000,0.847848,0.235874
0.000000,0.848849,0.227791
0.000000,0.849850,0.219963
0.000000,0.850851,0.212383
0.000000,0.851852,0.205044
0.000000,0.852853,0.197938
0.000000,0.853854,0.191060
0.000000,0.854855,0.184402
0.000000,0.855856,0.177958
0.000000,0.856857,0.171722
0.000000,0.857858,0.165688
0.000000,0.858859,0.159850
0.000000,0.859860,0.154203
0.000000,0.860861,0.148740
0.000000,0.861862,0.143456
0.000000,0.862863,0.138346
0.000000,0.863864,0.133405
0.000000,0.864865,0.128627
0.000000,0.865866,0.124008
0.000000,0.866867,0.119543
0.000000,0.867868,0.115227
0.000000,0.868869,0.111055
0.000000,0.869870,0.107024
0.000000,0.870871,0.103129
0.000000,0.871872,0.099366
0.000000,0.872873,0.095731
0.000000,0.873874,0.092219
0.000000,0.874875,0.088827
0.000000,0.875876,0.085552
0.000000,0.876877,0.082389
0.000000,0.877878,0.079335
0.000000,0.878879,0.076386
0.000000,0.879880,0.073540
0.000000,0.880881,0.070792
0.000000,0.881882,0.068141
0.000000,0.882883,0.065582
0.000000,0.883884,0.063113
0.000000,0.884885,0.060731
0.000000,0.885886,0.058433
0.000000,0.886887,0.056216
0.000000,0.887888,0.054078
0.000000,0.888889,0.052016
0.000000,0.889890,0.050028
0.000000,0.890891,0.048110
0.000000,0.891892,0.046262
0.000000,0.892893,0.044480
0.000000,0.893894,0.042763
0.000000,0.894895,0.041108
0.000000,0.895896,0.039512
0.000000,0.896897,0.037975
0.000000,0.897898,0.036494
0.000000,0.898899,0.035068
0.000000,0.899900,0.033693
0.000000,0.900901,0.032370
0.000000,0.901902,0.031095
0.000000,0.902903,0.029867
0.000000,0.903904,0.028685
0.000000,0.904905,0.027548
0.000000,0.905906,0.026452
0.000000,0.906907,0.025398
0.000000,0.907908,0.024383
0.000000,0.908909,0.023406
0.000000,0.909910,0.022466
0.000000,0.910911,0.021562
0.000000,0.911912,0.020692
0.000000,0.912913,0.019855
0.000000,0.913914,0.019050
0.000000,0.914915,0.018276
0.000000,0.915916,0.017532
0.000000,0.916917,0.016816
0.000000,0.917918,0.016128
0.000000,0.918919,0.015467
0.000000,0.919920,0.014831
0.000000,0.920921,0.014220
0.000000,0.921922,0.013632
0.000000,0.922923,0.013068
0.000000,0.923924,0.012526
0.000000,0.924925,0.012005
0.000000,0.925926,0.011504
0.000000,0.926927,0.011023
0.000000,0.927928,0.010562
0.000000,0.928929,0.010118
0.000000,0.929930,0.009693
0.000000,0.930931,0.009284
0.000000,0.931932,0.008892
0.000000,0.932933,0.008515
0.000000,0.933934,0.008153
0.000000,0.934935,0.007806
0.000000,0.935936,0.007474
0.000000,0.936937,0.007154
0.000000,0.937938,0.006848
0.000000,0.938939,0.006554
0.000000,0.939940,0.006272
0.000000,0.940941,0.006001
0.000000,0.941942,0.005742
0.000000,0.942943,0.005493
0.000000,0.943944,0.005254
0.000000,0.944945,0.005026
0.000000,0.945946,0.004807
0.000000,0.946947,0.004597
0.000000,0.947948,0.004395
0.000000,0.948949,0.004202
0.000000,0.949950,0.004017
0.000000,0.950951,0.003840
0.000000,0.951952,0.003671
0.000000,0.952953,0.003508
0.000000,0.953954,0.003353
0.000000,0.954955,0.003203
0.000000,0.955956,0.003061
0.000000,0.956957,0.002924
0.000000,0.957958,0.002793
0.000000,0.958959,0.002668
0.000000,0.959960,0.002548
0.000000,0.960961,0.002433
0.000000,0.961962,0.002323
0.000000,0.962963,0.002218
0.000000,0.963964,0.002118
0.000000,0.964965,0.002021
0.000000,0.965966,0.001929
0.000000,0.966967,0.001841
0.000000,0.967968,0.001757
0.000000,0.968969,0.001677
0.000000,0.969970,0.001600
0.000000,0.970971,0.001526
0.000000,0.971972,0.001456
0.000000,0.972973,0.001389
0.000000,0.973974,0.001324
0.000000,0.974975,0.001263
0.000000,0.975976,0.001204
0.000000,0.976977,0.001148
0.000000,0.977978,0.001095
0.000000,0.978979,0.001043
0.000000,0.979980,0.000994
0.000000,0.980981,0.000948
0.000000,0.981982,0.000903
0.000000,0.982983,0.000861
0.000000,0.983984,0.000820
0.000000,0.984985,0.000781
0.000000,0.985986,0.000744
0.000000,0.986987,0.000709
0.000000,0.987988,0.000675
0.000000,0.988989,0.000643
0.000000,0.989990,0.000612
0.000000,0.990991,0.000583
0.000000,0.991992,0.000555
0.000000,0.992993,0.000528
0.000000,0.993994,0.000503
0.000000,0.994995,0.000478
0.000000,0.995996,0.000455
0.000000,0.996997,0.000433
0.000000,0.997998,0.000412
0.000000,0.998999,0.000392
0.000000,1.000000,0.000000
0.000000,0.025025,0.001263
0.000000,0.026026,0.001324
0.000000,0.027027,0.001389
0.000000,0.028028,0.001456
0.000000,0.029029,0.001526
0.000000,0.030030,0.001600
0.000000,0.031031,0.001677
0.000000,0.032032,0.001757
0.000000,0.033033,0.001841
0.000000,0.034034,0.001929
0.000000,0.035035,0.002021
0.000000,0.036036,0.002118
0.000000,0.037037,0.002218
0.000000,0.038038,0.002323
0.000000,0.039039,0.002433
0.000000,0.040040,0.002548
0.000000,0.041041,0.002668
0.000000,0.042042,0.002793
0.000000,0.043043,0.002924
0.000000,0.044044,0.003061
0.000000,0.045045,0.003203
0.000000,0.046046,0.003353
0.000000,0.047047,0.003508
0.000000,0.048048,0.003671
0.000000,0.049049,0.003840
0.000000,0.050050,0.004017
0.000000,0.051051,0.004202
0.000000,0.052052,0.004395
0.000000,0.053053,0.004597
0.000000,0.054054,0.004807
0.000000,0.055055,0.005026
0.000000,0.056056,0.005254
0.000000,0.057057,0.005493
0.000000,0.058058,0.005742
0.000000,0.059059,0.006001
0.000000,0.060060,0.006272
0.000000,0.061061,0.006554
0.000000,0.062062,0.006848
0.000000,0.063063,0.007154
0.000000,0.064064,0.007474
0.000000,0.065065,0.007806
0.000000,0.066066,0.008153
0.000000,0.067067,0.008515
0.000000,0.068068,0.008892
0.000000,0.069069,0.009284
0.000000,0.070070,0.009693
0.000000,0.071071,0.010118
0.000000,0.072072,0.010562
0.000000,0.073073,0.011023
0.000000,0.074074,0.011504
0.000000,0.075075,0.012005
0.000000,0.076076,0.012526
0.000000,0.077077,0.013068
0.000000,0.078078,0.013632
0.000000,0.079079,0.014220
0.000000,0.080080,0.014831
0.000000,0.081081,0.015467
0.000000,0.082082,0.016128
0.000000,0.083083,0.016816
0.000000,0.084084,0.017532
0.000000,0.085085,0.018276
0.000000,0.086086,0.019050
0.000000,0.087087,0.019855
0.000000,0.088088,0.020692
0.000000,0.089089,0.021562
0.000000,0.090090,0.022466
0.000000,0.091091,0.023406
0.000000,0.092092,0.024383
0.000000,0.093093,0.025398
0.000000,0.094094,0.026452
0.000000,0.095095,0.027548
0.000000,0.096096,0.028685
0.000000,0.097097,0.029867
0.000000,0.098098,0.031095
0.000000,0.099099,0.032370
0.000000,0.100100,0.033693
0.000000,0.101101,0.035068
0.000000,0.102102,0.036494
0.000000,0.103103,0.037975
0.000000,0.104104,0.039512
0.000000,0.105105,0.041108
0.000000,0.106106,0.042763
0.000000,0.107107,0.044480
0.000000,0.108108,0.046262
0.000000,0.109109,0.048110
0.000000,0.110110,0.050028
0.000000,0.111111,0.052016
0.000000,0.112112,0.054078
0.000000,0.113113,0.056216
0.000000,0.114114,0.058433
0.000000,0.115115,0.060731
0.000000,0.116116,0.063113
0.000000,0.117117,0.065582
0.000000,0.118118,0.068141
0.000000,0.119119,0.070792
0.000000,0.120120,0.073540
0.000000,0.121121,0.076386
0.000000,0.122122,0.079335
0.000000,0.123123,0.082389
0.000000,0.124124,0.085552
0.000000,0.125125,0.088827
0.000000,0.126126,0.092219
0.000000,0.127127,0.095731
0.000000,0.128128,0.099366
0.000000,0.129129,0.103129
0.000000,0.130130,0.107024
0.000000,0.131131,0.111055
0.000000,0.132132,0.115227
0.000000,0.133133,0.119543
0.000000,0.134134,0.124008
0.000000,0.135135,0.128627
0.000000,0.136136,0.133405
0.000000,0.137137,0.138346
0.000000,0.138138,0.143456
0.000000,0.139139,0.148740
0.000000,0.140140,0.154203
0.000000,0.141141,0.159850
0.000000,0.142142,0.165688
0.000000,0.143143,0.171722
0.000000,0.144144,0.177958
0.000000,0.145145,0.184402
0.000000,0.146146,0.191060
0.000000,0.147147,0.197938
0.000000,0.148148,0.205044
0.000000,0.149149,0.212383
0.000000,0.150150,0.219963
0.000000,0.151151,0.227791
0.000000,0.152152,0.235874
0.000000,0.153153,0.244219
0.000000,0.154154,0.252834
0.000000,0.155155,0.261726
0.000000,0.156156,0.270905
0.000000,0.157157,0.280377
0.000000,0.158158,0.290151
0.000000,0.159159,0.300236
0.000000,0.160160,0.310640
0.000000,0.161161,0.321372
0.000000,0.162162,0.332442
0.000000,0.163163,0.343859
0.000000,0.164164,0.355632
0.000000,0.165165,0.367772
0.000000,0.166166,0.380288
0.000000,0.167167,0.393190
0.000000,0.168168,0.406489
0.000000,0.169169,0.420197
0.000000,0.170170,0.434322
0.000000,0.171171,0.448878
0.000000,0.172172,0.463875
0.000000,0.173173,0.479325
0.000000,0.174174,0.495240
0.000000,0.175175,0.511632
0.000000,0.176176,0.528514
0.000000,0.177177,0.545898
0.000000,0.178178,0.563798
0.000000,0.179179,0.582226
0.000000,0.180180,0.601196
0.000000,0.181181,0.620722
0.000000,0.182182,0.640818
0.000000,0.183183,0.661498
0.000000,0.184184,0.682777
0.000000,0.185185,0.704670
0.000000,0.186186,0.727193
0.000000,0.187187,0.750360
0.000000,0.188188,0.774187
0.000000,0.189189,0.798691
0.000000,0.190190,0.823888
0.000000,0.191191,0.849795
0.000000,0.192192,0.876429
0.000000,0.193193,0.903807
0.000000,0.194194,0.931946
0.000000,0.195195,0.960866
0.000000,0.196196,0.990583
0.000000,0.197197,1.021118
0.000000,0.198198,1.052488
0.000000,0.199199,1.084713
0.000000,0.200200,1.117813
0.000000,0.201201,1.151808
0.000000,0.202202,1.186717
0.000000,0.203203,1.222562
0.000000,0.204204,1.259364
0.000000,0.205205,1.297143
0.000000,0.206206,1.335922
0.000000,0.207207,1.375722
0.000000,0.208208,1.416566
0.000000,0.209209,1.458477
0.000000,0.210210,1.501477
0.000000,0.211211,1.545590
0.000000,0.212212,1.590840
0.000000,0.213213,1.637250
0.000000,0.214214,1.684846
0.000000,0.215215,1.733651
0.000000,0.216216,1.783691
0.000000,0.217217,1.834992
0.000000,0.218218,1.887580
0.000000,0.219219,1.941479
0.000000,0.220220,1.996718
0.000000,0.221221,2.053323
0.000000,0.222222,2.111321
0.000000,0.223223,2.170739
0.000000,0.224224,2.231606
0.000000,0.225225,2.293950
0.000000,0.226226,2.357800
0.000000,0.227227,2.423184
0.000000,0.228228,2.490131
0.000000,0.229229,2.558672
0.000000,0.230230,2.628836
0.000000,0.231231,2.700653
0.000000,0.232232,2.774154
0.000000,0.233233,2.849370
0.000000,0.234234,2.926333
0.000000,0.235235,3.005073
0.000000,0.236236,3.085622
0.000000,0.237237,3.168013
0.000000,0.238238,3.252278
0.000000,0.239239,3.338450
0.000000,0.240240,3.426562
0.000000,0.241241,3.516647
0.000000,0.242242,3.608739
0.000000,0.243243,3.702872
0.000000,0.244244,3.799079
0.000000,0.245245,3.897395
0.000000,0.246246,3.997855
0.000000,0.247247,4.100494
0.000000,0.248248,4.205346
0.000000,0.249249,4.312448
